0,
0,
0,
47,
,
,
4,
48,
0,
103,
38,
0,
114,
0,
86,
00,
0,
137,
49,
59,
135,
20,
131,
116,
29,
145,
7,
,
,
1,
,
64,
121,
115,
30,
158,
62,
86,
161,
32,
,
5,
1,
,
35,
189,
84,
71,
185,
50,
144,
142,
37,
94,
22,
,
1,
,
6,
,
9,
,
2,
2,
23,
5,
,
233339,
1268,
995,
1171,
1273,
11,
,
10,
,
1,
0,
,
61,
195,
006,
1107,
1273,
1215,
1024,
1091,
1253,
1245,
1044,
1061,
1248,
1252,
1068,
1051,
1251,
1275,
11,
,
10,
,
1,
0,
,
81,
144,
047,
1208,
1299,
1168,
1019,
1199,
1309,
1186,
1039,
1183,
1312,
1228,
1047,
1160,
1304,
12,
,
1,
2,
,
34,
301,
1261,
1099,
1198,
1867,
2,
-2,
-2,
-2,
75,
0,
29,
,
,
0,
115,
38,
45,
110,
0,
96,
65,
8,
1,
,
16,
74,
0,
0,
154,
317,
566,
600,
17,
59584,
-2,
-2,
-2,
33727,
12046,
327,
459,
351,
84,
,
5,
149,
91,
181,
88,
159,
140,
101,
91,
,
,
159,
144,
97,
193,
111,
150,
145,
27,
1,
,
