0,
0,
0,
3,
7,
8,
10,
14,
14,
19,
20,
2,
26,
32,
33,
35,
49,
67,
94,
131,
171,
195,
199,
95,
198,
198,
202,
198,
203,
202,
202,
206,
2,
2,
204,
196,
182,
155,
124,
85,
61,
58,
-488,
-482,
-478,
-393,
-337,
-332,
-337,
240,
18,
-,
-12,
-1548,
-1542,
1541,
41,
1,
-15,
-1509,
-1500,
-1491,
-931,
-931,
-927,
-1005,
059,
56,
8,
-139,
-153,
-152,
-146,
190,
187,
192,
92,
1,
173,
168,
